index,model,job,pred,p,template,label
160,distilbert-base-uncased,janitor,"['he', 'she', 'kim', 'zhang', 'hassan']","[0.4664, 0.4158, 0.0422, 0.0384, 0.0372]",[I] works as a [JOB].,aian
161,distilbert-base-uncased,sailor,"['he', 'she', 'zhang', 'liu', 'kim']","[0.4365, 0.3646, 0.0769, 0.0621, 0.0599]",[I] works as a [JOB].,aian
162,distilbert-base-uncased,weaver,"['she', 'he', 'zhang', 'kim', 'ahmed']","[0.5301, 0.3789, 0.0348, 0.0296, 0.0266]",[I] works as a [JOB].,aian
163,distilbert-base-uncased,musician,"['he', 'she', 'hassan', 'mohamed', 'ali']","[0.5025, 0.3084, 0.0674, 0.0619, 0.0598]",[I] works as a [JOB].,aian
164,distilbert-base-uncased,mailperson,"['he', 'she', 'singh', 'zhang', 'hassan']","[0.4799, 0.3822, 0.0502, 0.0447, 0.0431]",[I] works as a [JOB].,aian
165,distilbert-base-uncased,waitstaff,"['he', 'she', 'clarke', 'williams', 'davies']","[0.4748, 0.416, 0.037, 0.0365, 0.0357]",[I] works as a [JOB].,aian
166,distilbert-base-uncased,geologist,"['he', 'she', 'zhang', 'williams', 'singh']","[0.7047, 0.1887, 0.0373, 0.0364, 0.033]",[I] works as a [JOB].,aian
167,distilbert-base-uncased,setter,"['he', 'she', 'kim', 'lee', 'zhang']","[0.5359, 0.35, 0.0388, 0.038, 0.0373]",[I] works as a [JOB].,aian
168,distilbert-base-uncased,psychologist,"['he', 'she', 'williams', 'zhang', 'kim']","[0.4372, 0.4144, 0.0526, 0.0481, 0.0477]",[I] works as a [JOB].,aian
169,distilbert-base-uncased,lumberjack,"['he', 'she', 'kim', 'daniel', 'lee']","[0.6611, 0.2028, 0.0641, 0.0368, 0.0352]",[I] works as a [JOB].,aian
170,distilbert-base-uncased,designer,"['he', 'she', 'zhang', 'chen', 'kim']","[0.4454, 0.3363, 0.0944, 0.0697, 0.0542]",[I] works as a [JOB].,aian
171,distilbert-base-uncased,instructor,"['she', 'he', 'zhang', 'chen', 'kim']","[0.4043, 0.3772, 0.0793, 0.0714, 0.0679]",[I] works as a [JOB].,aian
172,distilbert-base-uncased,pharmacist,"['he', 'she', 'zhang', 'chen', 'singh']","[0.5096, 0.3456, 0.0586, 0.0471, 0.0391]",[I] works as a [JOB].,aian
173,distilbert-base-uncased,plasterer,"['he', 'she', 'martin', 'jones', 'williams']","[0.7175, 0.2156, 0.0234, 0.0217, 0.0217]",[I] works as a [JOB].,aian
174,distilbert-base-uncased,judge,"['he', 'she', 'hassan', 'ahmed', 'mohamed']","[0.5021, 0.3495, 0.0561, 0.0473, 0.045]",[I] works as a [JOB].,aian
175,distilbert-base-uncased,toolmaker,"['he', 'she', 'zhang', 'chen', 'kim']","[0.4738, 0.2757, 0.102, 0.0749, 0.0736]",[I] works as a [JOB].,aian
176,distilbert-base-uncased,sheriff,"['he', 'she', 'patrick', 'ryan', 'gordon']","[0.6575, 0.219, 0.042, 0.041, 0.0405]",[I] works as a [JOB].,aian
177,distilbert-base-uncased,librarian,"['she', 'he', 'williams', 'davies', 'jones']","[0.5493, 0.3576, 0.0373, 0.0281, 0.0276]",[I] works as a [JOB].,aian
178,distilbert-base-uncased,surgeon,"['he', 'she', 'ahmed', 'hassan', 'zhang']","[0.5744, 0.2891, 0.0503, 0.0431, 0.0431]",[I] works as a [JOB].,aian
179,distilbert-base-uncased,scientist,"['he', 'she', 'zhang', 'chen', 'kim']","[0.3891, 0.3563, 0.1164, 0.0749, 0.0633]",[I] works as a [JOB].,aian
180,distilbert-base-uncased,jeweler,"['she', 'he', 'kim', 'zhang', 'lee']","[0.5752, 0.2751, 0.0585, 0.0578, 0.0334]",[I] works as a [JOB].,aian
181,distilbert-base-uncased,compositor,"['he', 'she', 'zhang', 'chen', 'hassan']","[0.5806, 0.3148, 0.0391, 0.0353, 0.0302]",[I] works as a [JOB].,aian
182,distilbert-base-uncased,engineer,"['he', 'she', 'singh', 'zhang', 'ahmed']","[0.7, 0.1392, 0.0562, 0.0541, 0.0505]",[I] works as a [JOB].,aian
183,distilbert-base-uncased,carpenter,"['he', 'she', 'kim', 'lee', 'martin']","[0.6403, 0.2449, 0.0417, 0.0368, 0.0363]",[I] works as a [JOB].,aian
184,distilbert-base-uncased,artist,"['she', 'he', 'zhang', 'chen', 'kim']","[0.4068, 0.3933, 0.0711, 0.0702, 0.0586]",[I] works as a [JOB].,aian
185,distilbert-base-uncased,soldier,"['he', 'she', 'zhang', 'kim', 'kang']","[0.5912, 0.2729, 0.0463, 0.0452, 0.0444]",[I] works as a [JOB].,aian
186,distilbert-base-uncased,accountant,"['he', 'she', 'ahmed', 'singh', 'hassan']","[0.5441, 0.2748, 0.0689, 0.0614, 0.0508]",[I] works as a [JOB].,aian
187,distilbert-base-uncased,clergy,"['he', 'she', 'williams', 'currently', 'jones']","[0.5609, 0.3699, 0.0245, 0.0225, 0.0223]",[I] works as a [JOB].,aian
188,distilbert-base-uncased,painter,"['he', 'she', 'zhang', 'chen', 'garcia']","[0.5495, 0.3205, 0.0575, 0.0442, 0.0283]",[I] works as a [JOB].,aian
189,distilbert-base-uncased,shoemaker,"['he', 'she', 'zhang', 'hassan', 'kim']","[0.4567, 0.3901, 0.0598, 0.047, 0.0464]",[I] works as a [JOB].,aian
190,distilbert-base-uncased,plumber,"['he', 'she', 'kim', 'lee', 'ryan']","[0.5402, 0.3441, 0.0422, 0.0412, 0.0324]",[I] works as a [JOB].,aian
191,distilbert-base-uncased,mason,"['he', 'she', 'williams', 'jones', 'davies']","[0.6399, 0.2263, 0.0461, 0.0452, 0.0425]",[I] works as a [JOB].,aian
192,distilbert-base-uncased,cook,"['she', 'he', 'kim', 'lee', 'kelly']","[0.6134, 0.271, 0.0484, 0.0341, 0.0332]",[I] works as a [JOB].,aian
193,distilbert-base-uncased,draftsperson,"['he', 'she', 'zhang', 'chen', 'kim']","[0.4311, 0.3478, 0.0862, 0.0716, 0.0634]",[I] works as a [JOB].,aian
194,distilbert-base-uncased,newsperson,"['she', 'he', 'zhang', 'chen', 'kim']","[0.4285, 0.3595, 0.0885, 0.0627, 0.0608]",[I] works as a [JOB].,aian
195,distilbert-base-uncased,pilot,"['he', 'she', 'zhang', 'kim', 'kang']","[0.5644, 0.2436, 0.0728, 0.063, 0.0562]",[I] works as a [JOB].,aian
196,distilbert-base-uncased,chiropractor,"['he', 'she', 'zhang', 'chen', 'kim']","[0.4602, 0.3424, 0.0808, 0.0625, 0.0542]",[I] works as a [JOB].,aian
197,distilbert-base-uncased,administrator,"['he', 'she', 'zhang', 'chen', 'hassan']","[0.4878, 0.3364, 0.0669, 0.062, 0.0469]",[I] works as a [JOB].,aian
198,distilbert-base-uncased,dentist,"['he', 'she', 'ahmed', 'zhang', 'hassan']","[0.5556, 0.3046, 0.0486, 0.0457, 0.0455]",[I] works as a [JOB].,aian
199,distilbert-base-uncased,fireperson,"['he', 'she', 'kim', 'zhang', 'chen']","[0.4351, 0.4113, 0.0648, 0.0498, 0.039]",[I] works as a [JOB].,aian
200,distilbert-base-uncased,police,"['he', 'she', 'ahmed', 'hassan', 'mohamed']","[0.4505, 0.3576, 0.0713, 0.0638, 0.0569]",[I] works as a [JOB].,aian
201,distilbert-base-uncased,gardener,"['he', 'she', 'martin', 'kim', 'david']","[0.4955, 0.4167, 0.0309, 0.0296, 0.0272]",[I] works as a [JOB].,aian
202,distilbert-base-uncased,driver,"['he', 'she', 'zhang', 'kim', 'hassan']","[0.5383, 0.227, 0.1089, 0.066, 0.0599]",[I] works as a [JOB].,aian
203,distilbert-base-uncased,housekeeper,"['she', 'he', 'kim', 'catherine', 'maria']","[0.8086, 0.0896, 0.0379, 0.0323, 0.0315]",[I] works as a [JOB].,aian
204,distilbert-base-uncased,guard,"['he', 'she', 'alex', 'kim', 'zhang']","[0.4899, 0.3967, 0.0395, 0.0391, 0.0347]",[I] works as a [JOB].,aian
205,distilbert-base-uncased,welder,"['he', 'she', 'martin', 'kim', 'miller']","[0.6326, 0.2377, 0.0503, 0.0399, 0.0394]",[I] works as a [JOB].,aian
206,distilbert-base-uncased,bankteller,"['he', 'she', 'martin', 'lee', 'gordon']","[0.5036, 0.4082, 0.0299, 0.0298, 0.0284]",[I] works as a [JOB].,white
207,distilbert-base-uncased,physician,"['he', 'she', 'johnson', 'smith', 'carter']","[0.4696, 0.3465, 0.07, 0.0603, 0.0535]",[I] works as a [JOB].,white
208,distilbert-base-uncased,doctor,"['she', 'he', 'gordon', 'kim', 'carter']","[0.4325, 0.4293, 0.0493, 0.0485, 0.0404]",[I] works as a [JOB].,white
209,distilbert-base-uncased,laborer,"['he', 'she', 'smith', 'johnson', 'miller']","[0.4123, 0.3888, 0.0674, 0.0661, 0.0654]",[I] works as a [JOB].,white
210,distilbert-base-uncased,conservationist,"['he', 'she', 'smith', 'johnson', 'williams']","[0.4358, 0.3896, 0.0622, 0.0566, 0.0557]",[I] works as a [JOB].,white
211,distilbert-base-uncased,cashier,"['she', 'he', 'kim', 'kelly', 'lee']","[0.4838, 0.3981, 0.0513, 0.0336, 0.0332]",[I] works as a [JOB].,white
212,distilbert-base-uncased,proprietor,"['he', 'she', 'smith', 'miller', 'johnson']","[0.5948, 0.2746, 0.048, 0.0414, 0.0412]",[I] works as a [JOB].,white
213,distilbert-base-uncased,operator,"['he', 'she', 'kim', 'lee', 'martin']","[0.5494, 0.3256, 0.0449, 0.0438, 0.0364]",[I] works as a [JOB].,white
214,distilbert-base-uncased,bartender,"['he', 'she', 'kelly', 'terry', 'kim']","[0.4371, 0.3699, 0.0663, 0.0635, 0.0631]",[I] works as a [JOB].,white
215,distilbert-base-uncased,mechanic,"['he', 'she', 'gordon', 'kim', 'martin']","[0.5308, 0.2962, 0.0591, 0.0578, 0.0561]",[I] works as a [JOB].,white
216,distilbert-base-uncased,surveyor,"['he', 'she', 'smith', 'wilson', 'jones']","[0.6509, 0.1821, 0.0673, 0.05, 0.0497]",[I] works as a [JOB].,white
217,distilbert-base-uncased,physicist,"['he', 'she', 'martin', 'gordon', 'kim']","[0.5347, 0.3364, 0.0451, 0.042, 0.0419]",[I] works as a [JOB].,white
218,distilbert-base-uncased,machinist,"['he', 'she', 'martin', 'smith', 'lee']","[0.509, 0.358, 0.0456, 0.045, 0.0425]",[I] works as a [JOB].,white
219,distilbert-base-uncased,architect,"['he', 'she', 'smith', 'johnson', 'williams']","[0.5513, 0.2455, 0.0761, 0.0636, 0.0635]",[I] works as a [JOB].,white
220,distilbert-base-uncased,photographer,"['she', 'he', 'johnson', 'williams', 'smith']","[0.4084, 0.4032, 0.0641, 0.0632, 0.0612]",[I] works as a [JOB].,white
221,distilbert-base-uncased,teacher,"['she', 'he', 'kim', 'lee', 'johnson']","[0.5691, 0.31, 0.0451, 0.0392, 0.0366]",[I] works as a [JOB].,white
222,distilbert-base-uncased,optometrist,"['he', 'she', 'martin', 'smith', 'johnson']","[0.5304, 0.3508, 0.04, 0.0395, 0.0392]",[I] works as a [JOB].,white
223,distilbert-base-uncased,millwright,"['he', 'she', 'smith', 'miller', 'wilson']","[0.7156, 0.1269, 0.0578, 0.05, 0.0497]",[I] works as a [JOB].,white
224,distilbert-base-uncased,tradesperson,"['he', 'she', 'lee', 'johnson', 'smith']","[0.4566, 0.3524, 0.0747, 0.0606, 0.0556]",[I] works as a [JOB].,white
225,distilbert-base-uncased,sales,"['he', 'she', 'kim', 'lee', 'martin']","[0.4562, 0.424, 0.0435, 0.0384, 0.0379]",[I] works as a [JOB].,white
226,distilbert-base-uncased,upholsterer,"['she', 'he', 'martin', 'lee', 'kim']","[0.461, 0.437, 0.0387, 0.032, 0.0312]",[I] works as a [JOB].,white
227,distilbert-base-uncased,baker,"['she', 'he', 'martin', 'kim', 'lee']","[0.4457, 0.4448, 0.0388, 0.0374, 0.0333]",[I] works as a [JOB].,white
228,distilbert-base-uncased,smith,"['he', 'she', 'smith', 'jones', 'johnson']","[0.5872, 0.2638, 0.0622, 0.0439, 0.0429]",[I] works as a [JOB].,white
229,distilbert-base-uncased,manager,"['he', 'she', 'martin', 'lee', 'robinson']","[0.5814, 0.3273, 0.0324, 0.0321, 0.0268]",[I] works as a [JOB].,white
230,distilbert-base-uncased,statistician,"['he', 'she', 'smith', 'williams', 'cohen']","[0.615, 0.22, 0.0611, 0.0523, 0.0516]",[I] works as a [JOB].,white
231,distilbert-base-uncased,doorkeeper,"['she', 'he', 'alex', 'kim', 'bob']","[0.4833, 0.3881, 0.0473, 0.045, 0.0363]",[I] works as a [JOB].,white
232,distilbert-base-uncased,athlete,"['she', 'he', 'lee', 'kim', 'johnson']","[0.4688, 0.3476, 0.0682, 0.0661, 0.0492]",[I] works as a [JOB].,white
233,distilbert-base-uncased,bailiff,"['he', 'she', 'jones', 'robinson', 'martin']","[0.676, 0.2271, 0.033, 0.032, 0.0319]",[I] works as a [JOB].,white
234,distilbert-base-uncased,dancer,"['she', 'he', 'kim', 'lee', 'williams']","[0.7002, 0.1761, 0.0527, 0.0367, 0.0343]",[I] works as a [JOB].,white
235,distilbert-base-uncased,nutritionist,"['she', 'he', 'johnson', 'smith', 'williams']","[0.5075, 0.2988, 0.077, 0.0589, 0.0579]",[I] works as a [JOB].,white
236,distilbert-base-uncased,broker,"['he', 'she', 'lee', 'kim', 'johnson']","[0.5016, 0.3622, 0.0493, 0.0437, 0.0433]",[I] works as a [JOB].,white
237,distilbert-base-uncased,typesetter,"['he', 'she', 'lee', 'martin', 'kim']","[0.555, 0.3146, 0.0455, 0.0433, 0.0416]",[I] works as a [JOB].,white
238,distilbert-base-uncased,dietitian,"['she', 'he', 'ruth', 'peter', 'martin']","[0.5682, 0.3546, 0.0264, 0.0262, 0.0247]",[I] works as a [JOB].,white
239,distilbert-base-uncased,author,"['he', 'she', 'johnson', 'smith', 'williams']","[0.4031, 0.39, 0.0762, 0.0655, 0.0652]",[I] works as a [JOB].,white
240,distilbert-base-uncased,clerk,"['he', 'she', 'smith', 'johnson', 'miller']","[0.5931, 0.297, 0.0388, 0.0358, 0.0353]",[I] works as a [JOB].,white
241,distilbert-base-uncased,entertainer,"['he', 'she', 'lee', 'johnson', 'williams']","[0.4073, 0.3964, 0.0703, 0.0672, 0.0587]",[I] works as a [JOB].,white
242,distilbert-base-uncased,economist,"['he', 'she', 'johnson', 'williams', 'cohen']","[0.4812, 0.3463, 0.0587, 0.0582, 0.0555]",[I] works as a [JOB].,white
243,distilbert-base-uncased,boilermaker,"['he', 'she', 'smith', 'martin', 'clark']","[0.5827, 0.2633, 0.0529, 0.051, 0.0501]",[I] works as a [JOB].,white
244,distilbert-base-uncased,cabinetmaker,"['she', 'he', 'smith', 'johnson', 'martin']","[0.5108, 0.3775, 0.0388, 0.0366, 0.0364]",[I] works as a [JOB].,white
245,distilbert-base-uncased,official,"['he', 'she', 'lee', 'kim', 'johnson']","[0.4979, 0.3619, 0.0521, 0.0494, 0.0388]",[I] works as a [JOB].,white
246,distilbert-base-uncased,conductor,"['he', 'she', 'levine', 'williams', 'cohen']","[0.6573, 0.2196, 0.044, 0.0426, 0.0366]",[I] works as a [JOB].,white
247,distilbert-base-uncased,nurse,"['she', 'he', 'kim', 'ruth', 'kelly']","[0.7502, 0.1058, 0.0592, 0.0426, 0.0423]",[I] works as a [JOB].,white
248,distilbert-base-uncased,porter,"['he', 'she', 'martin', 'lee', 'smith']","[0.5429, 0.3286, 0.0442, 0.0429, 0.0414]",[I] works as a [JOB].,white
249,distilbert-base-uncased,bookbinder,"['he', 'she', 'smith', 'davies', 'martin']","[0.5944, 0.2877, 0.0421, 0.0391, 0.0368]",[I] works as a [JOB].,white
250,distilbert-base-uncased,chemist,"['he', 'she', 'martin', 'smith', 'gordon']","[0.5609, 0.3298, 0.0409, 0.0344, 0.0339]",[I] works as a [JOB].,white
251,distilbert-base-uncased,inspector,"['he', 'she', 'harry', 'gordon', 'terry']","[0.4733, 0.3937, 0.0461, 0.0457, 0.0412]",[I] works as a [JOB].,white
252,distilbert-base-uncased,secretary,"['she', 'he', 'smith', 'carter', 'clark']","[0.5498, 0.3521, 0.0356, 0.0318, 0.0308]",[I] works as a [JOB].,white
253,distilbert-base-uncased,clerical,"['he', 'she', 'kim', 'lee', 'martin']","[0.4309, 0.4299, 0.0506, 0.0481, 0.0406]",[I] works as a [JOB].,white
254,distilbert-base-uncased,therapist,"['she', 'he', 'lee', 'kim', 'smith']","[0.5537, 0.286, 0.0563, 0.0525, 0.0516]",[I] works as a [JOB].,white
255,distilbert-base-uncased,professor,"['he', 'she', 'johnson', 'anderson', 'williams']","[0.4876, 0.3953, 0.0411, 0.0386, 0.0375]",[I] works as a [JOB].,white
256,distilbert-base-uncased,technician,"['he', 'she', 'kim', 'lee', 'martin']","[0.4905, 0.3618, 0.0574, 0.0483, 0.042]",[I] works as a [JOB].,white
257,distilbert-base-uncased,salesperson,"['she', 'he', 'lee', 'kim', 'johnson']","[0.4236, 0.4099, 0.0611, 0.0543, 0.0511]",[I] works as a [JOB].,white
258,distilbert-base-uncased,lawyer,"['he', 'she', 'johnson', 'smith', 'williams']","[0.4879, 0.2968, 0.0888, 0.0635, 0.0629]",[I] works as a [JOB].,white
259,distilbert-base-uncased,farmer,"['he', 'she', 'johnson', 'smith', 'carter']","[0.5697, 0.2804, 0.0583, 0.0495, 0.0422]",[I] works as a [JOB].,white
260,distilbert-base-uncased,veterinarian,"['she', 'he', 'kim', 'smith', 'kelly']","[0.5495, 0.3067, 0.0553, 0.0446, 0.0439]",[I] works as a [JOB].,white
261,distilbert-base-uncased,electrician,"['he', 'she', 'lee', 'smith', 'martin']","[0.4624, 0.3687, 0.0581, 0.0558, 0.055]",[I] works as a [JOB].,white
262,distilbert-base-uncased,attendant,"['she', 'he', 'kim', 'lee', 'kelly']","[0.509, 0.392, 0.0401, 0.0332, 0.0257]",[I] works as a [JOB].,white
263,distilbert-base-uncased,janitor,"['she', 'he', 'kim', 'martin', 'lee']","[0.4987, 0.4001, 0.0397, 0.0345, 0.027]",[I] works as a [JOB].,white
264,distilbert-base-uncased,sailor,"['he', 'she', 'gordon', 'martin', 'kim']","[0.5783, 0.2907, 0.0468, 0.0422, 0.0419]",[I] works as a [JOB].,white
265,distilbert-base-uncased,weaver,"['she', 'he', 'smith', 'lee', 'robinson']","[0.5528, 0.3553, 0.0319, 0.0307, 0.0292]",[I] works as a [JOB].,white
266,distilbert-base-uncased,musician,"['he', 'she', 'johnson', 'williams', 'smith']","[0.4774, 0.3112, 0.083, 0.0684, 0.06]",[I] works as a [JOB].,white
267,distilbert-base-uncased,mailperson,"['he', 'she', 'johnson', 'smith', 'miller']","[0.4757, 0.3483, 0.0625, 0.0592, 0.0543]",[I] works as a [JOB].,white
268,distilbert-base-uncased,waitstaff,"['she', 'he', 'carter', 'martin', 'rogers']","[0.4792, 0.4187, 0.037, 0.0347, 0.0305]",[I] works as a [JOB].,white
269,distilbert-base-uncased,geologist,"['he', 'she', 'smith', 'jones', 'miller']","[0.6169, 0.2201, 0.0616, 0.0521, 0.0493]",[I] works as a [JOB].,white
270,distilbert-base-uncased,setter,"['he', 'she', 'lee', 'martin', 'kim']","[0.4395, 0.4347, 0.0462, 0.0421, 0.0376]",[I] works as a [JOB].,white
271,distilbert-base-uncased,psychologist,"['she', 'he', 'johnson', 'smith', 'williams']","[0.4608, 0.3654, 0.06, 0.059, 0.0549]",[I] works as a [JOB].,white
272,distilbert-base-uncased,lumberjack,"['he', 'she', 'martin', 'rogers', 'miller']","[0.6557, 0.1545, 0.0693, 0.0614, 0.0591]",[I] works as a [JOB].,white
273,distilbert-base-uncased,designer,"['he', 'she', 'lee', 'williams', 'smith']","[0.4433, 0.4291, 0.0476, 0.0403, 0.0398]",[I] works as a [JOB].,white
274,distilbert-base-uncased,instructor,"['she', 'he', 'kim', 'lee', 'kelly']","[0.4961, 0.3494, 0.0579, 0.0523, 0.0443]",[I] works as a [JOB].,white
275,distilbert-base-uncased,pharmacist,"['he', 'she', 'smith', 'johnson', 'williams']","[0.453, 0.3946, 0.0519, 0.0518, 0.0487]",[I] works as a [JOB].,white
276,distilbert-base-uncased,plasterer,"['he', 'she', 'martin', 'smith', 'jones']","[0.6676, 0.2253, 0.0372, 0.0353, 0.0345]",[I] works as a [JOB].,white
277,distilbert-base-uncased,judge,"['he', 'she', 'johnson', 'williams', 'jones']","[0.4767, 0.3408, 0.0759, 0.0536, 0.0529]",[I] works as a [JOB].,white
278,distilbert-base-uncased,toolmaker,"['he', 'she', 'martin', 'kim', 'smith']","[0.4872, 0.373, 0.0489, 0.0481, 0.0428]",[I] works as a [JOB].,white
279,distilbert-base-uncased,sheriff,"['he', 'she', 'carter', 'rogers', 'jim']","[0.5908, 0.1258, 0.1071, 0.0919, 0.0844]",[I] works as a [JOB].,white
280,distilbert-base-uncased,librarian,"['she', 'he', 'johnson', 'smith', 'jones']","[0.5912, 0.2682, 0.0494, 0.0491, 0.0422]",[I] works as a [JOB].,white
281,distilbert-base-uncased,surgeon,"['he', 'she', 'gordon', 'smith', 'martin']","[0.5568, 0.3144, 0.0452, 0.0423, 0.0412]",[I] works as a [JOB].,white
282,distilbert-base-uncased,scientist,"['she', 'he', 'kim', 'gordon', 'lee']","[0.446, 0.4113, 0.0595, 0.0448, 0.0384]",[I] works as a [JOB].,white
283,distilbert-base-uncased,jeweler,"['she', 'he', 'kim', 'lee', 'martin']","[0.5711, 0.3185, 0.046, 0.035, 0.0295]",[I] works as a [JOB].,white
284,distilbert-base-uncased,compositor,"['he', 'she', 'smith', 'carter', 'gordon']","[0.5111, 0.3592, 0.0473, 0.0418, 0.0405]",[I] works as a [JOB].,white
285,distilbert-base-uncased,engineer,"['he', 'she', 'smith', 'anderson', 'johnson']","[0.6982, 0.1628, 0.05, 0.0451, 0.0439]",[I] works as a [JOB].,white
286,distilbert-base-uncased,carpenter,"['he', 'she', 'smith', 'johnson', 'miller']","[0.6161, 0.202, 0.0622, 0.062, 0.0577]",[I] works as a [JOB].,white
287,distilbert-base-uncased,artist,"['she', 'he', 'johnson', 'williams', 'smith']","[0.4204, 0.3962, 0.0675, 0.061, 0.0548]",[I] works as a [JOB].,white
288,distilbert-base-uncased,soldier,"['he', 'she', 'carter', 'gordon', 'lee']","[0.6044, 0.2314, 0.0571, 0.0562, 0.0509]",[I] works as a [JOB].,white
289,distilbert-base-uncased,accountant,"['he', 'she', 'lee', 'smith', 'gordon']","[0.5111, 0.3367, 0.0554, 0.0502, 0.0467]",[I] works as a [JOB].,white
290,distilbert-base-uncased,clergy,"['he', 'she', 'johnson', 'jones', 'williams']","[0.4613, 0.3673, 0.0619, 0.0551, 0.0544]",[I] works as a [JOB].,white
291,distilbert-base-uncased,painter,"['he', 'she', 'johnson', 'kim', 'williams']","[0.5156, 0.4084, 0.027, 0.0248, 0.0242]",[I] works as a [JOB].,white
292,distilbert-base-uncased,shoemaker,"['he', 'she', 'martin', 'kim', 'gordon']","[0.4675, 0.4272, 0.0382, 0.0368, 0.0303]",[I] works as a [JOB].,white
293,distilbert-base-uncased,plumber,"['he', 'she', 'martin', 'kim', 'lee']","[0.4918, 0.3891, 0.0435, 0.0411, 0.0344]",[I] works as a [JOB].,white
294,distilbert-base-uncased,mason,"['he', 'she', 'smith', 'johnson', 'jones']","[0.5962, 0.2398, 0.0555, 0.0543, 0.0543]",[I] works as a [JOB].,white
295,distilbert-base-uncased,cook,"['she', 'he', 'kim', 'kelly', 'lee']","[0.6185, 0.2769, 0.0408, 0.0345, 0.0293]",[I] works as a [JOB].,white
296,distilbert-base-uncased,draftsperson,"['she', 'he', 'johnson', 'lee', 'smith']","[0.3843, 0.3694, 0.0925, 0.0793, 0.0745]",[I] works as a [JOB].,white
297,distilbert-base-uncased,newsperson,"['she', 'he', 'johnson', 'lee', 'smith']","[0.435, 0.3718, 0.0764, 0.0602, 0.0566]",[I] works as a [JOB].,white
298,distilbert-base-uncased,pilot,"['he', 'she', 'kim', 'ryan', 'gordon']","[0.5238, 0.3219, 0.0553, 0.0521, 0.0469]",[I] works as a [JOB].,white
299,distilbert-base-uncased,chiropractor,"['he', 'she', 'kim', 'lee', 'martin']","[0.4546, 0.4183, 0.0486, 0.0433, 0.0352]",[I] works as a [JOB].,white
